Name,Location,time,date,description,upvotes
Freedom from Smoking,"Bevier Hall, Room 108",5:15 - 6:45 pm,"October 29, 2019","Freedom from Smoking uses a systematic and personalized approach to help people overcome tobacco addiction. It has a positive focus, with an emphasis on the benefits of better health. Because no single cessation technique is effective for all smokers, the program includes a comprehensive variety of evidence-based cessation techniques.",0
Mediterranean Cuisine,ARC Instructional Kitchen - 201 E. Peabody Dr. Champaign IL 61820,5:30 - 7:00 pm,"October 29, 2019","Have you ever wanted to travel to Greece, but never had the time? This class will take your taste buds to Greece with delicious chicken skewers and homemade hummus. Join us for this delicious experience.",0
"Tuesdays @ 7 Workshop - Striving for Wellness: Mind, Body, & Spirit",Armory 134,7:00 - 8:15 pm,"October 29, 2019",Counseling Center Paraprofessionals are a group of undergraduate students who work to assist other students in embracing wellness. Each semester they hold weekly workshops on wellness topics that are relevant to our campus.,0
Titus Andronicus,Studio Theatre,7:30 pm,"October 29, 2019","One of Shakespeare’s earliest commercial successes, critics have sometimes dismissed the tragedy as a failure or as somehow “unShakespearean” for its abrupt tonal shifts and extreme violence.",0
An Evening with Poe,Allerton Park - The Mansion,7:00 - 9:30 pm,"October 30, 2019",Other,0
Introduction to Scholarly Research - Section V: Research Paper Draft Discussion,"Room 106, Main Library Building",12:00am - 11:59pm,"October 30, 2019","Join a team of librarians for this series of five workshops, during which you will learn how to become a more successful researcher. Each section will be offered twice, once in the morning and once in the afternoon. Register for more information here: https://go.library.illinois.edu/research.",0
KAM Exhibition | Art Since 1948,"Main Level, Rosann Gelvin Noel Gallery",12:00am - 11:59pm,"October 30, 2019","With strengths in surrealism, abstract painting, mid-century kinetic and light works, and art addressing powerful themes of history, land use, and identity, ""Art Since 1948"" surveys the collection and encourages formal and conceptual connections across six decades.",0
Spurlock Museum exhibit | In Her Closet—How to Make a Drag Queen,"Spurlock Museum, 600 S Gregory St, Urbana",12:00am - 11:59pm,"October 30, 2019","When you hear “drag queen,” what comes to mind? The popularity of drag has exploded in recent years, and so have the questions and curiosities related to drag artistry. This exhibit explores these questions and curates a selection of costumes and materials loaned by several drag performers connected to the local area.",0
"The Good, the Bad, and the Ugly: Conservation Treatments and Decision Making Through the Ages","Main Library, Room 346",9:00 am - 5:00 pm,"October 30, 2019","While contemporary conservators strive to apply innovative modern conservation treatments for our objects, we see the good, the bad, and the ugly past repairs through the ages in our collections every day. In this exhibition, we bring together examples--many drawn from our own Rare Book & Manuscript Library--to show the dynamic practice of modern book & paper conservation.",0
Health/Fitness,Flu shots at (BIF) Business Instructional Facility - Atrium,10:30 am - 1:30 pm,"October 30, 2019",12:00 pm,0
CAS Brown Bag series talk--Re-viewing an Ethnographic Account from the Central Highlands of Ethiopia with Deleuzian Concepts,Room 101 International Studies Bldg.; 910 S. Fifth St.; Champaign,12:00 pm,"October 30, 2019",Lecture,0
"Queer and Trans Resistance, Abolition, and Mutual Aid","Knight Auditorium, Spurlock Museum, 600 S Gregory St, Urbana",4:00 pm,"October 30, 2019","In this presentation, Dean Spade will examine how mutual aid might counter the demobilizing frameworks for understanding social change and expressing dissent that dominate the popular imagination, and examine the benefits as well as challenges faced by contemporary organizations mobilizing through mutual aid.",0
"Queer and Trans Resistance, Abolition, and Mutual Aid","Knight Auditorium, Spurlock Museum",4:00 pm,"October 30, 2019",Information to come soon!,0
Dare to Dream,"Huff Hall, Room 209",5:15 - 6:15 pm,"October 30, 2019","Being intentional about dreaming, goal setting and action at any stage in life!",0
CSAMES Middle East Film Festival: Capernaum,"5:30 PM at Champaign Public Library, 200 W. Green St., Champaign, Robeson Pavilion Room B",5:30 pm,"October 30, 2019",Film Screening,0
Halloween Inspired Desserts,ARC Instructional Kitchen - 201 E. Peabody Dr. Champaign IL 61820,5:30 - 7:00 pm,"October 30, 2019",No tricks only treats at the Instructional Kitchen for this Hallowe’en class. Come with your friends to compete for who has the spookiest treat on Halloween Eve.,0
International Candy Fest,Asian American Cultural Center,5:30 - 7:00 pm,"October 30, 2019",Bring candy from your home country to share with other students and sample their sweet treats as well. McKinley's dietitian will be facilitating a mindful eating exercise to help you learn to moderate your sweets.,0
Pumpkin Spice For Life,Activities and Recreation Center- 201 E. Peabody Dr. Champaign IL 61820,6:00 - 7:00 pm,"October 30, 2019","Carve a pumpkin to celebrate Halloween a day early. This workshop will also focus on how to use spices, including spicing pumpkin seeds.",0
Titus Andronicus,Studio Theatre,7:30 pm,"October 30, 2019","One of Shakespeare’s earliest commercial successes, critics have sometimes dismissed the tragedy as a failure or as somehow “unShakespearean” for its abrupt tonal shifts and extreme violence.",0
KAM Exhibition | Art Since 1948,"Main Level, Rosann Gelvin Noel Gallery",12:00am - 11:59pm,"October 31, 2019","With strengths in surrealism, abstract painting, mid-century kinetic and light works, and art addressing powerful themes of history, land use, and identity, ""Art Since 1948"" surveys the collection and encourages formal and conceptual connections across six decades.",0
KAM Exhibition | School of Art + Design: Faculty Exhibition,"Main Level, East Gallery",12:00am - 11:59pm,"October 31, 2019","The 94th annual Faculty Exhibition highlights current work by School of Art + Design faculty in studio arts, art education, craft, new media, and design disciplines. The exhibition represents excellence in arts research and practice, as well as the collaborative relationship between the School of Art + Design and Krannert Art Museum.",0
Spurlock Museum exhibit | In Her Closet—How to Make a Drag Queen,"Spurlock Museum, 600 S Gregory St, Urbana",12:00am - 11:59pm,"October 31, 2019","When you hear “drag queen,” what comes to mind? The popularity of drag has exploded in recent years, and so have the questions and curiosities related to drag artistry. This exhibit explores these questions and curates a selection of costumes and materials loaned by several drag performers connected to the local area.",0
"The Good, the Bad, and the Ugly: Conservation Treatments and Decision Making Through the Ages","Main Library, Room 346",9:00 am - 5:00 pm,"October 31, 2019","While contemporary conservators strive to apply innovative modern conservation treatments for our objects, we see the good, the bad, and the ugly past repairs through the ages in our collections every day. In this exhibition, we bring together examples--many drawn from our own Rare Book & Manuscript Library--to show the dynamic practice of modern book & paper conservation.",0
Health/Fitness,Flu shots at (BIF) Business Instructional Facility - Atrium,12:00 - 3:00 pm,"October 31, 2019",12:00 - 12:50 pm,0
Go With Gratitude,"Illini Union Bookstore Building, 4th Floor Lobby",12:00 - 12:50 pm,"October 31, 2019","Go with Gratitude is a unique program that will help you discover how to enhance your overall quality of life through cultivating an attitude of gratitude. Research suggests that people who intentionally increase and sustain positive emotions such as gratitude and optimism are healthier, happier, and more resilient in coping with life’s challenges.",0
Tackling the PFAS Problem: Can Understanding Protein Interactions Help?,1 Hazelwood Dr. in Champaign (metered and bike parking available and yellow bus stops one block away),12:00 - 1:00 pm,"October 31, 2019",Seminar/Symposium,0
WW Workshops (Weight Watchers® Reimagined),"249 Bevier Hall (Bevier Commons), 905 South Goodwin Ave, Urbana",12:15 - 12:45 pm,"October 31, 2019","Confidential weigh-in starts at noon, and the meeting runs from 12:15-12:45.",0
Medical Humanities Lecture | Londa Schiebinger,"IPRH Lecture Hall, Levis Faculty Center, Fourth Floor (919 West Illinois Street, Urbana) ",4:00 pm,"October 31, 2019","Londa Schiebinger is Professor of History of Science, Director, Gendered Innovations in Science, Health & Medicine, Engineering and Environment Project, Stanford University.",0
KAM Event | Public Opening Reception,"Main Level, East Gallery",5:00 - 7:00 pm,"October 31, 2019",Celebrate Opening Night of the School of Art + Design Faculty Exhibition.,0
Krannert Uncorked with Music,Stage 5,5:00 pm,"October 31, 2019","At Krannert Uncorked, Stage 5 is the crossroads to gather, make connections, and try a new wine.",0
Prudential Pathways,Siebel Center for Computer Science - Rm 1214,5:15 - 6:15 pm,"October 31, 2019","Prudential Pathways offers practical, down-to earth information that can help you and your family today, tomorrow, and beyond.",0
Titus Andronicus,Studio Theatre,7:30 pm,"October 31, 2019","One of Shakespeare’s earliest commercial successes, critics have sometimes dismissed the tragedy as a failure or as somehow “unShakespearean” for its abrupt tonal shifts and extreme violence.",0
